# Modal Analysis Results
# Format: Debug Text Output
# Generated: Jun  6 2026 22:28:43

=== HEADER ===
Magic: SEMF
Version: 2 (Debug Text)
Number of Modes: 10
Number of Nodes: 169

=== NODES ===
Format: NodeID, X, Y
  15, -0.0244043
  16, -0.0101815
  17, 0.0362158
  18, 0.0506308
  19, 0.0460919
  20, 0.0683067
  21, 0.0318357
  22, -0.03038
  23, -0.0338644
  24, -0.0117498
  25, 0.0316794
  26, 0.0246094
  27, 0.0389516
  28, 0.0366747
  29, 0.0266729
  30, 0.024533
  31, -0.0256493
  32, -0.0280224
  33, -0.0214329
  34, 0.0239322
  35, 0.0206132
  36, 0.0228717
  37, -0.00231187
  38, -0.0182874
  39, -0.00526729
  40, 0.0245918
  41, 0.047287
  42, 0.0325336
  43, -0.000111144
  44, 0.000960158
  45, 0.00144594
  46, 0.0257812
  47, 0.0281355
  48, 0.0443031
  49, -0.0165165
  50, -0.01402
  51, 0.00496521
  52, 0.0544162
  53, 0.0509273
  4, 0.0359979
  3, -0.0333447
  54, 0.0241644
  55, 0.0310726
  56, 0.0373061
  57, 0.0740571
  58, 0.0829102
  59, 0.0757872
  60, 0.0919378
  61, 0.141972
  62, 0.0340343
  63, -0.0711285
  64, -0.0759042
  65, -0.0913875
  66, -0.0779042
  67, -0.0916847
  68, -0.0227837
  69, -0.0587963
  70, -0.0569467
  71, -0.0031503
  72, 0.0505017
  73, 0.0495546
  74, -0.112009
  75, -0.0329104
  76, 0.00459101
  77, 0.0554103
  78, 0.0290049
  79, -0.117355
  80, -0.0556861
  81, 0.0582459
  82, 0.0646563
  83, 0.0487951
  84, -0.0910761
  85, 0.0200315
  86, 0.0841277
  87, 0.106775
  88, 0.0717575
  89, -0.0615359
  90, 0.00565809
  91, 0.127742
  92, 0.0982707
  93, 0.0938229
  6, -0.00331177
  5, 0.0143096
  94, 0.0146852
  95, 0.00340243
  96, 0.00403939
  97, 0.0173452
  98, 0.00162696
  99, 0.0065541
  100, -0.0166982
  101, 0.0290389
  102, 0.0228387
  103, 0.0372717
  104, 0.00572904
  105, -0.0913875
  106, -0.11086
  107, -0.0175034
  108, 0.0511358
  109, 0.0211635
  110, -0.00876005
  111, -0.0272671
  112, -0.0142537
  113, -0.00194218
  114, 0.0339432
  115, -0.00891312
  116, -0.066242
  117, -0.0337118
  118, -0.0212746
  119, 0.0391782
  120, -0.00695
  121, -0.074973
  122, -0.046642
  123, -0.00898417
  124, 0.0702233
  125, -0.0170605
  126, -0.0981279
  127, -0.0635911
  128, 0.022348
  129, 0.0781218
  130, -0.0308547
  131, -0.138593
  132, -0.073176
  133, 0.0228829
  7, -0.0408853
  134, -0.0333397
  135, -0.0378318
  136, -0.0685497
  137, -0.10278
  138, -0.0723792
  139, -0.0780688
  140, -0.0437211
  141, 0.0121767
  142, 0.031513
  143, -0.0144399
  144, 0.0276247
  145, 0.00968922
  146, -0.0327546
  147, -0.0337801
  148, -0.0394868
  149, 0.0152544
  150, 0.00389089
  151, -0.0273013
  152, -0.0356244
  153, -0.037315
  154, 0.00902105
  155, 0.0440256
  156, 0.0263742
  157, -0.0670241
  158, -0.0755608
  159, 0.0144514
  160, 0.0449975
  161, 0.016038
  162, -0.0296227
  163, -0.0800147
  164, 0.00547529
  165, 0.0388734
  166, 0.0271924
  167, -0.0360047
  168, -0.0545316

--- Mode 6 ---
Frequency: 0 Hz
Mode Shape Values (NodeID, Value):
  1, 0.0107534
  8, -0.0142512
  9, -0.0153769
  2, 0.0215533
  0, 0.0347203
  10, 0.00423834
  11, -0.0457292
  12, -0.0867182
  13, -0.0532888
  14, 0.00652936
  15, 0.0675901
  16, 0.0070206
  17, 0.00629297
  18, -0.0266463
  19, -0.0348163
  20, -0.0651469
  21, 0.0204344
  22, 0.0466026
  23, 0.0321901
  24, 0.0361288
  25, 0.0430459
  26, 0.0714735
  27, 0.0894276
  28, 0.0546723
  29, 0.0518176
  30, 0.00774457
  31, -0.0521792
  32, -0.0897006
  33, -0.0394214
  34, 0.0755453
  35, 0.00801164
  36, -0.0770155
  37, -0.126242
  38, 0.0121158
  39, 0.064575
  40, 0.0138251
  41, -0.0596636
  42, -0.0903727
  43, -0.042882
  44, 0.0204897
  45, -0.0533397
  46, -0.0702759
  47, -0.087889
  48, -0.0426699
  49, 0.045181
  50, 0.0327297
  51, -0.0122789
  52, -0.0751378
  53, -0.0221261
  4, -0.060071
  3, -0.0303575
  54, -0.00287844
  55, 0.0232677
  56, 0.018544
  57, 0.0219417
  58, -0.0525388
  59, -0.0318598
  60, 0.0475857
  61, 0.0168098
  62, -0.0804627
  63, -0.077888
  64, -0.052376
  65, -0.0416587
  66, 0.0313831
  67, -0.0109928
  68, 0.0173526
  69, 0.0320258
  70, 0.0381941
  71, 0.0231388
  72, -0.0388619
  73, -0.0274406
  74, 0.000738397
  75, -0.0209919
  76, 0.0102509
  77, 0.0152112
  78, 0.052487
  79, 0.0225134
  80, 0.0232675
  81, 0.0876121
  82, 0.0503815
  83, 0.0573567
  84, -0.0430672
  85, -0.00293633
  86, 0.0452447
  87, 0.0463898
  88, 0.0224955
  89, -0.0648272
  90, -0.060361
  91, 0.0230665
  92, 0.0503541
  93, -0.0224919
  6, -0.0352911
  5, -0.0489349
  94, 0.00542239
  95, 0.0240247
  96, 0.0134033
  97, -0.0123277
  98, -0.0316065
  99, -0.00516916
  100, 0.0813726
  101, 0.0176323
  102, 0.0276509
  103, -0.0036664
  104, -0.0482474
  105, 0.005445
  106, -0.0160551
  107, -0.054097
  108, -0.111811
  109, 0.0319431
  110, 0.00637489
  111, 0.0137925
  112, -0.00282475
  113, -0.00314285
  114, 0.0158213
  115, -0.0310274
  116, 0.00353379
  117, 0.00880301
  118, 0.075515
  119, -0.00942734
  120, -0.0661137
  121, -0.0312083
  122, -0.0107133
  123, 0.0110479
  124, -0.000219726
  125, -0.0553741
  126, -0.0103557
  127, -0.0208285
  128, 0.00228372
  129, -0.0784439
  130, -0.0560999
  131, -0.0127987
  132, 0.00147551
  133, -0.0184015
  7, -0.0497226
  134, 0.0439252
  135, 0.0993082
  136, 0.106542
  137, -0.0159328
  138, -0.0647897
  139, -0.0529151
  140, -0.0503787
  141, -0.0532825
  142, 0.00757872
  143, -0.0128072
  144, 0.00526503
  145, 0.0404422
  146, 0.0433526
  147, 0.0883601
  148, 0.0665834
  149, 0.0359063
  150, 0.0637915
  151, 0.0755603
  152, 0.127013
  153, 0.106609
  154, 0.0184403
  155, 0.0182505
  156, 0.0454438
  157, 0.0596186
  158, 0.0995642
  159, -0.0278822
  160, -0.0248412
  161, -0.075811
  162, -0.0150975
  163, -0.00520301
  164, -0.00808453
  165, -0.00725031
  166, -0.0718904
  167, -0.0468344
  168, -0.04522

--- Mode 7 ---
Frequency: 0 Hz
Mode Shape Values (NodeID, Value):
  1, -1.25629e-05
  8, -0.01031
  9, -0.0490568
  2, 0.0615043
  0, -0.0112447
  10, 0.0123974
  11, -0.0412606
  12, 0.0440972
  13, 0.0212923
  14, -0.0106158
  15, -0.0232606
  16, 0.00036134
  17, -0.0360816
  18, -0.0474849
  19, -0.0525473
  20, 0.00402067
  21, 0.0503492
  22, 0.0635938
  23, 0.0664903
  24, 0.0521027
  25, 0.0385727
  26, 0.034641
  27, -0.0131759
  28, -0.0327543
  29, -0.00513168
  30, 0.0143683
  31, -0.00145826
  32, 0.025797
  33, 0.00762063
  34, 0.0134461
  35, 0.0245084
  36, 0.0123145
  37, 0.0206628
  38, -0.0215857
  39, 0.0426109
  40, 0.0399079
  41, 0.0065624
  42, -0.00644656
  43, -0.012824
  44, 0.0714681
  45, 0.0941298
  46, 0.0554862
  47, 0.0180157
  48, -0.0202854
  49, 0.0548219
  50, 0.0752758
  51, 0.0658541
  52, 0.00692158
  53, -0.0542017
  4, -0.00835844
  3, 0.067692
  54, -0.0388135
  55, -0.0271664
  56, -0.00621246
  57, -0.0134757
  58, -0.00965561
  59, 0.032202
  60, 0.0730984
  61, 0.0722366
  62, 0.083977
  63, 0.0905151
  64, 0.103562
  65, 0.123788
  66, 0.0644336
  67, 0.0665747
  68, 0.0443124
  69, 0.0833848
  70, 0.0706583
  71, 0.0583842
  72, 0.00875426
  73, -0.0249162
  74, 0.0832004
  75, 0.0678504
  76, 0.0330638
  77, 0.00475184
  78, -0.0201559
  79, 0.0862886
  80, 0.0528119
  81, 0.0124062
  82, 0.0376652
  83, 0.0245141
  84, 0.111657
  85, 0.0349649
  86, 0.0572558
  87, 0.0481899
  88, 0.0119942
  89, 0.104651
  90, 0.0802304
  91, 0.0537806
  92, 0.0706002
  93, 0.0343459
  6, -0.069987
  5, 0.0887876
  94, -0.0108831
  95, -0.0465843
  96, -0.0821324
  97, -0.0709769
  98, -0.07796
  99, -0.0855165
  100, -0.0661915
  101, 0.000637087
  102, 0.0771291
  103, 0.0820463
  104, 0.0745962
  105, 0.0362311
  106, -0.0360437
  107, -0.109434
  108, -0.0373424
  109, -0.0374092
  110, -0.027897
  111, -0.0808912
  112, -0.0669453
  113, -0.0809965
  114, -0.0447718
  115, -0.0384765
  116, -0.0663067
  117, -0.0446451
  118, -0.0529797
  119, -0.0386169
  120, -0.055904
  121, -0.071615
  122, 0.0178631
  123, 0.0266329
  124, -0.054707
  125, -0.0909085
  126, -0.0674243
  127, 0.0610397
  128, 0.0756759
  129, -0.0595232
  130, -0.0970821
  131, -0.0596394
  132, 0.0517857
  133, 0.0738011
  7, -0.033474
  134, -0.0174312
  135, -0.0379171
  136, -0.033919
  137, -0.0275311
  138, -0.0613852
  139, -0.0581819
  140, -0.0483247
  141, 0.0130134
  142, -0.0125902
  143, -0.0340938
  144, -0.0354025
  145, -0.0374048
  146, 0.0057462
  147, -0.00811238
  148, -0.0173496
  149, -0.0682266
  150, -0.0442196
  151, -0.0116118
  152, -0.00800035
  153, -0.0284487
  154, -0.0666365
  155, -0.0492617
  156, -0.0265275
  157, -0.0221589
  158, -0.0138423
  159, -0.0650436
  160, -0.0535028
  161, 0.00773293
  162, -0.0519381
  163, -0.0544235
  164, -0.0650336
  165, -0.0336531
  166, 0.0150571
  167, -0.0569482
  168, -0.0831669

--- Mode 8 ---
Frequency: 0 Hz
Mode Shape Values (NodeID, Value):
  1, 0.038702
  8, 0.0788652
  9, -0.0364384
  2, -0.017048
  0, 0.0716598
  10, 0.0653633
  11, -0.108338
  12, -0.0748945
  13, 0.0429758
  14, 0.0507244
  15, -0.0860064
  16, -0.0596486
  17, -0.0903949
  18, -0.0491816
  19, 0.0196675
  20, 0.0582283
  21, -0.0231521
  22, -0.0732923
  23, -0.00896706
  24, -0.0249931
  25, -0.0763297
  26, 0.00376237
  27, 0.0889113
  28, 0.0558187
  29, 0.0727911
  30, 0.0689682
  31, -0.0665614
  32, -0.0690549
  33, -0.00376792
  34, 0.0941179
  35, 0.0591462
  36, 0.00533673
  37, -0.0537206
  38, -0.0944199
  39, 0.0176413
  40, 0.00652404
  41, -0.092421
  42, -0.0608265
  43, -0.0626556
  44, -0.0466231
  45, 0.0325065
  46, 0.0238172
  47, -0.0255772
  48, -0.0775576
  49, -0.041154
  50, -0.0501778
  51, -0.00610522
  52, 0.0372717
  53, 0.00930688
  4, 0.106179
  3, -0.0279408
  54, -0.0323294
  55, -0.134309
  56, -0.0794523
  57, -0.0643649
  58, 0.0946781
  59, 0.142311
  60, 0.0409433
  61, 0.0160564
  62, -0.0319122
  63, -0.0372513
  64, -0.0244533
  65, 0.0400817
  66, 0.018068
  67, -0.0348257
  68, -0.00457133
  69, -0.0034454
  70, -0.0395353
  71, 0.00150608
  72, 0.0617858
  73, -0.0401653
  74, -0.0116931
  75, 0.0631375
  76, 0.0444795
  77, 0.00379876
  78, -0.100908
  79, 0.023144
  80, 0.0152033
  81, -0.0444368
  82, 0.000267232
  83, -0.0513665
  84, 0.044126
  85, 0.00638487
  86, 0.0162354
  87, 0.0753853
  88, -0.0126874
  89, -0.0243084
  90, -0.0228332
  91, 0.0233264
  92, 0.0503422
  93, 0.106079
  6, 0.0282963
  5, 0.06002
  94, -0.0297569
  95, 0.0113693
  96, 0.0822917
  97, 0.0672284
  98, 0.0223791
  99, -0.0237689
  100, -0.119526
  101, -0.0710736
  102, -0.0538236
  103, 0.0299346
  104, 0.0479345
  105, 0.0259266
  106, -0.0224997
  107, -0.0194573
  108, 0.0895488
  109, -0.0256017
  110, -0.00807703
  111, 0.0971131
  112, 0.0838164
  113, -0.0194964
  114, -0.114535
  115, -0.0124431
  116, 0.0767956
  117, 0.0794466
  118, -0.0931317
  119, -0.0714373
  120, -0.0166257
  121, -0.01996
  122, 0.0544644
  123, -0.0421233
  124, -0.0707603
  125, -0.0411364
  126, 0.000410526
  127, -0.0115611
  128, -0.0503012
  129, 0.0457308
  130, -0.0246408
  131, -0.0212298
  132, 0.0173879
  133, 0.0271142
  7, 0.102752
  134, 0.127211
  135, 0.0816786
  136, 0.0239525
  137, 0.0319884
  138, 0.0947103
  139, 0.0645301
  140, -0.0448195
  141, 0.024005
  142, -0.0503434
  143, 0.00677565
  144, -0.0948579
  145, -0.0868314
  146, -0.0334054
  147, -0.0411158
  148, 0.0869468
  149, 0.0123411
  150, -0.0515218
  151, 0.0113726
  152, 0.059854
  153, 0.0800351
  154, 0.0721362
  155, 0.0407186
  156, -0.000321278
  157, 0.0447631
  158, 0.0348473
  159, 0.033706
  160, 0.0117624
  161, 0.0403585
  162, 0.0122917
  163, 0.0315581
  164, -0.00199516
  165, -0.045366
  166, 0.0267582
  167, -0.0336326
  168, 0.0420081

--- Mode 9 ---
Frequency: 0 Hz
Mode Shape Values (NodeID, Value):
  1, -0.0357433
  8, -0.0151035
  9, 0.00159318
  2, 0.0582685
  0, 0.0119079
  10, 0.0334342
  11, -0.0588447
  12, -0.0312473
  13, -0.0157196
  14, -0.0204059
  15, 0.00682455
  16, -0.00501853
  17, -0.0219021
  18, -0.0133343
  19, -0.00192537
  20, 0.00872126
  21, 0.0143098
  22, 0.0801943
  23, 0.055028
  24, 0.0286054
  25, -0.0476696
  26, 0.00102651
  27, 0.0818726
  28, 0.0259449
  29, 0.010725
  30, 0.035109
  31, -0.0486426
  32, -0.0768442
  33, -0.0437672
  34, 0.0678044
  35, 0.0372697
  36, 0.0145715
  37, -0.0237567
  38, -0.029175
  39, -0.0358422
  40, -0.0747824
  41, 0.0120776
  42, 0.0706775
  43, 0.0209061
  44, -0.0859961
  45, -0.0813087
  46, 0.0171424
  47, 0.0376513
  48, 0.00112743
  49, 0.0197083
  50, 0.0326494
  51, 0.00509245
  52, 0.0270962
  53, -0.0179579
  4, 0.0266079
  3, -0.0203998
  54, 0.0244465
  55, 0.0237684
  56, -0.01663
  57, 0.0485594
  58, 0.0438101
  59, -0.0188302
  60, -0.0628488
  61, -0.079586
  62, -0.0297853
  63, -0.0318664
  64, -0.0086631
  65, 0.0327159
  66, -0.0284723
  67, 0.00802335
  68, 0.0410876
  69, 0.0589687
  70, 0.0802958
  71, -0.0288627
  72, 0.0149134
  73, 0.0347344
  74, 0.0245122
  75, 0.0356916
  76, -0.0615722
  77, -0.0166052
  78, 0.0110811
  79, -0.0184589
  80, 0.083812
  81, -0.0368073
  82, -0.0805603
  83, -0.0592281
  84, 0.06474
  85, 0.0928022
  86, -0.0146743
  87, -0.0929313
  88, -0.0189222
  89, -0.0142125
  90, -0.0107949
  91, -0.104688
  92, -0.0707694
  93, 0.0173344
  6, -0.0530434
  5, 0.0676409
  94, 0.011479
  95, 0.00659512
  96, -0.0646086
  97, -0.0329514
  98, -0.0380351
  99, 0.0375536
  100, 0.0498208
  101, 0.106734
  102, 0.0249702
  103, 0.0864586
  104, 0.0857488
  105, -0.0658194
  106, -0.0665596
  107, 0.0459755
  108, 0.0790952
  109, -0.0164693
  110, -0.0405196
  111, -0.0888488
  112, -0.0574998
  113, 0.0126283
  114, -0.025709
  115, -0.0520065
  116, -0.0324877
  117, 0.0178145
  118, 0.0695421
  119, -0.00596667
  120, 0.0783035
  121, 0.0668053
  122, 0.0522653
  123, 0.10539
  124, 0.0674327
  125, 0.106457
  126, -0.0351494
  127, -0.0872651
  128, 0.0249714
  129, 0.0966845
  130, 0.054322
  131, -0.100724
  132, -0.0828266
  133, 0.0567482
  7, -0.0210402
  134, 0.00887957
  135, 0.0751299
  136, -0.0194525
  137, -0.012452
  138, -0.0258426
  139, -0.0226574
  140, 0.0101048
  141, -0.0655122
  142, -0.0425715
  143, -0.0545519
  144, 0.0022539
  145, -0.0247147
  146, -0.0432281
  147, 0.0212113
  148, 0.0474571
  149, 0.0107054
  150, -0.0215939
  151, -0.00372099
  152, 0.0227437
  153, 0.0580479
  154, -0.0200998
  155, 0.0331559
  156, 0.0003079
  157, 0.00358193
  158, -0.0136338
  159, -0.0294157
  160, 0.00427485
  161, 0.0505932
  162, 0.0215171
  163, -0.00523192
  164, -0.0251645
  165, -0.0472308
  166, -0.0175041
  167, 0.0374827
  168, -0.0390264

--- Mode 10 ---
Frequency: 0 Hz
Mode Shape Values (NodeID, Value):
  1, 0.0320597
  8, 0.0241913
  9, -0.0528254
  2, -0.0493321
  0, 0.0258685
  10, -0.000401819
  11, 0.0478996
  12, -0.00826623
  13, -0.0107764
  14, 0.0171864
  15, 0.00210084
  16, -0.0132962
  17, 0.0120005
  18, -0.0248431
  19, -0.053877
  20, -0.0305222
  21, -0.0115975
  22, -0.050356
  23, -0.0550305
  24, -0.072459
  25, -0.0430316
  26, 0.0010648
  27, 0.000705841
  28, 0.0255785
  29, 0.0226924
  30, -0.0179161
  31, 0.018999
  32, 0.00436339
  33, -0.0106173
  34, -0.0248056
  35, -0.045027
  36, -0.0489028
  37, -0.0284565
  38, 0.00953535
  39, -0.015832
  40, 0.00340583
  41, -0.0058053
  42, -0.0273811
  43, -0.012813
  44, -0.0246111
  45, 0.00513946
  46, 0.0304426
  47, -0.00185498
  48, -0.0191445
  49, -0.0603677
  50, -0.0261627
  51, 0.000944585
  52, -0.0268393
  53, -0.0385077
  4, 0.00797829
  3, -0.0241714
  54, -0.0476334
  55, -0.0101043
  56, 0.0122365
  57, 0.0109414
  58, -6.75442e-05
  59, 0.0027143
  60, -0.00776888
  61, -0.00512159
  62, -0.00164601
  63, -0.0081053
  64, -0.0356021
  65, -0.0743856
  66, -0.0296466
  67, -0.0184803
  68, -0.0469486
  69, -0.0669389
  70, -0.0363428
  71, -0.0164921
  72, -0.0623462
  73, -0.0476345
  74, -0.0223418
  75, -0.0513229
  76, -0.029836
  77, -0.0618077
  78, -0.0443049
  79, -0.0392977
  80, -0.0703318
  81, -0.0724533
  82, -0.0427758
  83, 0.00113464
  84, -0.0753445
  85, -0.0849523
  86, -0.0693289
  87, -0.0195399
  88, 0.0114619
  89, -0.0246008
  90, -0.0246378
  91, -0.0193
  92, 0.00860836
  93, -0.00212437
  6, -0.00821517
  5, 0.119465
  94, -0.0623927
  95, -0.0306894
  96, 0.0106799
  97, -0.000208652
  98, 0.0113407
  99, 0.00570255
  100, 0.0576532
  101, 0.185964
  102, 0.190724
  103, 0.137142
  104, 0.136012
  105, 0.0823741
  106, -0.00951463
  107, -0.0429119
  108, -0.015959
  109, -0.0474579
  110, -0.0226295
  111, 0.0228486
  112, 0.00594653
  113, -0.00422873
  114, -0.0126586
  115, -0.0101452
  116, 0.0169527
  117, 0.0270071
  118, 0.066979
  119, -8.32894e-05
  120, -0.0430987
  121, -0.0155456
  122, 0.075788
  123, 0.174068
  124, -0.0245789
  125, -0.0561553
  126, -0.00243439
  127, 0.100679
  128, 0.188543
  129, -0.036644
  130, -0.0440876
  131, -0.000317743
  132, 0.0725597
  133, 0.144811
  7, -0.0429769
  134, 0.0145563
  135, -0.00744288
  136, 0.0130183
  137, 0.0287063
  138, -0.0115852
  139, -0.0250989
  140, 0.0608682
  141, 0.124357
  142, 0.107099
  143, 0.0417978
  144, -0.0312707
  145, -0.00430146
  146, 0.0113563
  147, 0.0117943
  148, -0.00591305
  149, -0.0320202
  150, 0.00523729
  151, 0.0196582
  152, 0.00859905
  153, -0.00538918
  154, 0.00740269
  155, 0.00317548
  156, 0.0537336
  157, 0.0692774
  158, 0.027394
  159, 0.0218184
  160, 0.0569759
  161, 0.0681048
  162, 0.0644514
  163, 0.0230081
  164, 0.0538082
  165, 0.125957
  166, 0.103698
  167, 0.0521679
  168, 0.00316535

=== SUMMARY ===
Total Nodes: 169
Total Modes: 10
Total Edges: 484
Total Triangles: 288
